OrderNumber,CustomerKey,Region,IncomeGroup
SO66008,24176,Pacific,Low
SO66009,27092,North America,High
SO66010,23394,North America,Moderate
SO66011,24017,Europe,Low
SO66012,18139,Europe,High
SO66013,14103,Pacific,Moderate
SO66014,29456,Pacific,Low
SO66015,15169,Pacific,Moderate
SO66016,17947,Europe,Low
SO66017,22503,Europe,Moderate
SO66018,18132,Europe,High
SO66019,12501,Europe,Low
SO66020,16205,Europe,Moderate
SO66021,18183,Europe,High
SO66022,18133,Europe,High
SO66023,13621,Pacific,Moderate
SO66024,17303,Pacific,Moderate
SO66025,17282,Pacific,High
SO66026,27144,Pacific,Moderate
SO66027,21360,Pacific,Low
SO66028,11758,Pacific,High
SO66029,13034,Pacific,Low
SO66030,18136,Europe,High
SO66031,16475,Europe,Low
SO66032,11201,North America,High
SO66033,29330,North America,Moderate
SO66034,27225,North America,Low
SO66035,11506,North America,Moderate
SO66036,11832,North America,Moderate
SO66037,14341,North America,Low
SO66038,26535,North America,High
SO66039,25345,North America,Low
SO66040,11185,North America,High
SO66041,22783,North America,High
SO66042,21716,North America,High
SO66043,18825,North America,High
SO66044,18531,North America,Moderate
SO66045,18037,Europe,Low
SO66046,17888,Europe,Low
SO66047,21867,Europe,High
SO66048,11213,North America,Moderate
SO66049,13030,North America,Moderate
SO66050,15781,North America,High
SO66051,17175,North America,High
SO66052,15542,North America,High
SO66053,16079,North America,High
SO66054,15941,North America,High
SO66055,15952,North America,High
SO66056,15959,North America,High
SO66057,17778,Europe,Moderate
SO66058,26209,Europe,Low
SO66059,15042,Pacific,Low
SO66060,26131,Pacific,Moderate
SO66061,14681,Pacific,High
SO66062,14263,Pacific,High
SO66063,12037,Pacific,Moderate
SO66064,14235,Pacific,High
SO66065,29242,North America,High
SO66066,26718,North America,High
SO66067,26698,North America,High
SO66068,25909,North America,Moderate
SO66069,21144,North America,Moderate
SO66070,21155,North America,Moderate
SO66071,18050,North America,Moderate
SO66072,20845,Europe,Low
SO66073,17862,North America,Moderate
SO66074,24027,Europe,Low
SO66075,28703,Europe,Moderate
SO66076,11429,Europe,High
SO66077,14322,Pacific,High
SO66078,12341,Pacific,High
SO66079,25737,Europe,Moderate
SO66080,11212,North America,Moderate
SO66081,25269,Pacific,Moderate
SO66082,24610,Pacific,High
SO66083,19748,Pacific,Low
SO66084,22916,Pacific,High
SO66085,19675,Pacific,Low
SO66086,29121,Pacific,High
SO66087,28329,Pacific,Low
SO66088,19570,Pacific,High
SO66089,16628,Pacific,High
SO66090,13821,Europe,Moderate
SO66091,13765,Europe,Low
SO66092,19029,Europe,High
SO66093,12474,Europe,Low
SO66094,21107,Europe,Moderate
SO66095,17793,Europe,Moderate
SO66096,12063,North America,High
SO66097,28105,North America,Moderate
SO66098,29260,North America,High
SO66099,11262,North America,High
SO66100,27113,North America,Moderate
SO66101,27189,North America,Moderate
SO66102,18320,North America,Low
SO66103,27528,North America,High
SO66104,23814,North America,Moderate
SO66105,11212,North America,Moderate
SO66106,19525,North America,Moderate
SO66107,22362,North America,High
SO66108,13330,North America,High
SO66109,27998,North America,Moderate
SO66110,16801,North America,Moderate
SO66111,28157,North America,High
SO66112,14600,North America,High
SO66113,13763,North America,Moderate
SO66114,14959,Europe,Low
SO66115,15819,North America,Low
SO66116,19358,Europe,Low
SO66117,19300,Europe,Low
SO66118,20057,Europe,Low
SO66119,22823,Europe,High
SO66120,23637,Europe,High
SO66121,23598,Europe,High
SO66122,22708,Europe,Low
SO66123,11566,Europe,Moderate
SO66124,13791,Europe,Low
SO66125,27174,Europe,Moderate
SO66126,11269,North America,High
SO66127,12920,North America,High
SO66128,16071,North America,Moderate
SO66129,16065,North America,Moderate
SO66130,12898,North America,Moderate
SO66131,15852,North America,High
SO66132,15521,North America,High
SO66133,13264,Europe,High
SO66134,25961,Pacific,High
SO66135,27693,Pacific,High
SO66136,24170,Pacific,Low
SO66137,14302,Pacific,High
SO66138,13994,Pacific,Low
SO66139,21394,Pacific,High
SO66140,11035,Pacific,Low
SO66141,22765,North America,Moderate
SO66142,26708,North America,High
SO66143,25952,North America,Moderate
SO66144,27073,North America,High
SO66145,23369,North America,Moderate
SO66146,21151,North America,Moderate
SO66147,21153,North America,Moderate
SO66148,20782,North America,Moderate
SO66149,28395,Europe,Moderate
SO66150,15933,Europe,High
SO66151,16263,Europe,Moderate
SO66152,11482,Europe,Low
SO66153,15929,Europe,High
SO66154,18157,Europe,High
SO66155,12048,North America,High
SO66156,11855,North America,Moderate
SO66157,11091,North America,High
SO66158,12359,Pacific,High
SO66159,25123,Pacific,High
SO66160,27975,Pacific,High
SO66161,18185,Europe,High
SO66162,21108,Europe,Moderate
SO66163,11277,North America,High
SO66164,20740,North America,Low
SO66165,21626,North America,High
SO66166,21806,North America,Moderate
SO66167,20287,North America,Moderate
SO66168,20332,North America,High
SO66169,18425,North America,Moderate
SO66170,19816,North America,High
SO66171,19644,North America,Low
SO66172,16130,North America,Moderate
SO66173,16911,North America,High
SO66174,14349,North America,Moderate
SO66175,17867,North America,Moderate
SO66176,19261,Europe,Low
SO66177,22385,Europe,Low
SO66178,21670,Europe,Low
SO66179,13838,Europe,Low
SO66180,27332,Europe,High
SO66181,11636,North America,Moderate
SO66182,11157,North America,Moderate
SO66183,11656,North America,High
SO66184,13365,North America,High
SO66185,19831,North America,High
SO66186,12882,North America,Moderate
SO66187,17400,North America,High
SO66188,16004,North America,High
SO66189,16078,North America,High
SO66190,15969,North America,High
SO66191,23656,Pacific,High
SO66192,23661,Pacific,High
SO66193,27599,Pacific,High
SO66194,12572,Pacific,Low
SO66195,29255,North America,High
SO66196,26539,North America,High
SO66197,24787,North America,Moderate
SO66198,21264,North America,Moderate
SO66199,18086,North America,Moderate
SO66200,20857,Europe,Low
SO66201,20843,Europe,Low
SO66202,17866,North America,Moderate
SO66203,12607,Europe,Moderate
SO66204,27852,Europe,Low
SO66205,13105,Pacific,Moderate
SO66206,14230,Pacific,High
SO66207,16621,Pacific,High
SO66208,15141,Pacific,High
SO66209,17287,Pacific,High
SO66210,16690,Pacific,High
SO66211,16567,Europe,Moderate
SO66212,11520,North America,Moderate
SO66213,11807,North America,High
SO66214,27220,North America,Low
SO66215,11200,North America,High
SO66216,28276,North America,Moderate
SO66217,28089,North America,Moderate
SO66218,25333,North America,High
SO66219,25350,North America,Low
SO66220,24294,North America,Moderate
SO66221,23809,North America,Moderate
SO66222,18329,North America,Low
SO66223,22754,North America,High
SO66224,18978,North America,Moderate
SO66225,18875,North America,Moderate
SO66226,22375,North America,Moderate
SO66227,21907,North America,Moderate
SO66228,11823,North America,High
SO66229,13197,North America,High
SO66230,23401,North America,Moderate
SO66231,15359,North America,High
SO66232,14432,North America,High
SO66233,15813,North America,Low
SO66234,15707,Europe,High
SO66235,14840,Europe,Low
SO66236,22837,Europe,High
SO66237,26405,Europe,High
SO66238,24119,Europe,Low
SO66239,11215,North America,Moderate
SO66240,14873,North America,Low
SO66241,16066,North America,Moderate
SO66242,16069,North America,Moderate
SO66243,14852,North America,Moderate
SO66244,15948,North America,High
SO66245,11485,Europe,Moderate
SO66246,11493,Europe,Moderate
SO66247,28733,Europe,Moderate
SO66248,23660,Pacific,High
SO66249,15435,Pacific,Low
SO66250,26142,Pacific,Moderate
SO66251,15120,Pacific,High
SO66252,21555,Pacific,High
SO66253,24790,North America,Moderate
SO66254,17372,North America,Moderate
SO66255,18088,North America,Moderate
SO66256,27890,Europe,Low
SO66257,24077,Europe,Low
SO66258,26978,Europe,Moderate
SO66259,29457,Pacific,Low
SO66260,13106,Pacific,Moderate
SO66261,12348,Pacific,High
SO66262,12670,Pacific,High
SO66263,17239,Pacific,High
SO66264,21960,Pacific,High
SO66265,15604,Pacific,Moderate
SO66266,24269,Pacific,Low
SO66267,13047,Pacific,Moderate
SO66268,17493,Pacific,Low
SO66269,17053,Pacific,High
SO66270,11987,Pacific,High
SO66271,12464,Europe,Low
SO66272,19366,Europe,Moderate
SO66273,11311,North America,High
SO66274,11507,North America,Moderate
SO66275,29171,North America,High
SO66276,25190,North America,Moderate
SO66277,26088,North America,High
SO66278,23295,North America,Moderate
SO66279,24981,North America,Moderate
SO66280,21468,North America,Moderate
SO66281,20294,North America,Low
SO66282,18396,North America,High
SO66283,18404,North America,High
SO66284,16241,North America,High
SO66285,19166,North America,High
SO66286,27019,North America,Low
SO66287,16655,North America,Moderate
SO66288,15163,North America,High
SO66289,19938,Europe,High
SO66290,21842,Europe,High
SO66291,20803,Europe,Low
SO66292,22709,Europe,Low
SO66293,22801,Europe,High
SO66294,23445,Europe,Low
SO66295,16387,Europe,Low
SO66296,19640,North America,Low
SO66297,13039,North America,Low
SO66298,14746,North America,Moderate
SO66299,15840,North America,High
SO66300,15980,North America,High
SO66301,15630,Europe,Low
SO66302,15262,Pacific,Low
SO66303,25831,Pacific,High
SO66304,17914,Pacific,Low
SO66305,17919,Pacific,Low
SO66306,27689,Pacific,High
SO66307,21556,Pacific,High
SO66308,26627,North America,Moderate
SO66309,23141,North America,High
SO66310,23142,North America,High
SO66311,23162,North America,High
SO66312,23395,North America,Moderate
SO66313,13720,North America,Low
SO66314,21149,North America,Moderate
SO66315,18049,North America,Moderate
SO66316,27891,Europe,Low
SO66317,24018,Europe,Low
SO66318,15027,Pacific,Moderate
SO66319,15208,Pacific,Moderate
SO66320,18134,Europe,High
SO66321,21181,Pacific,Moderate
SO66322,26159,Pacific,High
SO66323,17060,Pacific,High
SO66324,16617,Pacific,High
SO66325,11139,Pacific,Low
SO66326,14099,Pacific,Moderate
SO66327,13690,Europe,Low
SO66328,20864,Europe,Moderate
SO66329,28291,North America,High
SO66330,11262,North America,High
SO66331,24950,North America,Moderate
SO66332,15310,North America,Moderate
SO66333,20280,North America,Low
SO66334,24507,North America,Moderate
SO66335,11677,North America,Moderate
SO66336,22037,North America,Moderate
SO66337,21694,North America,Moderate
SO66338,21430,North America,High
SO66339,14458,North America,High
SO66340,20102,North America,Low
SO66341,26180,North America,Low
SO66342,17044,North America,High
SO66343,14783,Europe,Low
SO66344,17856,Europe,Low
SO66345,13530,Europe,Moderate
SO66346,20946,Europe,Low
SO66347,28381,Europe,Low
SO66348,24149,Europe,Low
SO66349,17579,North America,Moderate
SO66350,21423,North America,High
SO66351,16094,North America,Moderate
SO66352,13715,North America,Low
SO66353,15842,North America,High
SO66354,15954,North America,High
SO66355,15961,North America,High
SO66356,15976,North America,High
SO66357,16426,Europe,Moderate
SO66358,23655,Pacific,High
SO66359,21393,Pacific,High
SO66360,16164,Pacific,Moderate
SO66361,14281,North America,High
SO66362,26609,North America,High
SO66363,14459,North America,High
SO66364,21274,North America,Moderate
SO66365,17859,North America,Moderate
SO66366,24052,Europe,Low
SO66367,22673,Europe,Low
SO66368,11433,Europe,High
SO66369,29454,Pacific,Low
SO66370,14259,Pacific,Moderate
SO66371,29458,Pacific,Low
SO66372,12675,Pacific,High
SO66373,25311,Europe,Moderate
SO66374,17941,Europe,Low
SO66375,11502,North America,Moderate
SO66376,11146,Pacific,Moderate
SO66377,27593,Pacific,High
SO66378,16179,Pacific,High
SO66379,18707,Pacific,High
SO66380,12483,Europe,Low
SO66381,14538,Europe,Low
SO66382,16317,Europe,Low
SO66383,11202,North America,High
SO66384,27991,North America,Low
SO66385,26462,North America,Moderate
SO66386,14328,North America,Low
SO66387,15815,North America,Moderate
SO66388,23564,North America,Low
SO66389,11659,North America,Moderate
SO66390,20293,North America,Low
SO66391,18828,North America,High
SO66392,24825,North America,Moderate
SO66393,26495,North America,Moderate
SO66394,29213,North America,High
SO66395,20189,North America,Moderate
SO66396,13301,North America,Moderate
SO66397,26384,Europe,High
SO66398,25505,Europe,Low
SO66399,20954,Europe,Low
SO66400,26971,Europe,Low
SO66401,22555,Europe,Low
SO66402,15694,Europe,High
SO66403,25662,Europe,Low
SO66404,18953,North America,High
SO66405,15843,North America,High
SO66406,15845,North America,High
SO66407,15888,North America,High
SO66408,15780,North America,High
SO66409,13271,North America,Moderate
SO66410,15078,Europe,Low
SO66411,27133,Europe,Low
SO66412,11414,Europe,High
SO66413,19340,Europe,Moderate
SO66414,11249,Europe,High
SO66415,15425,Pacific,Low
SO66416,27707,Pacific,High
SO66417,14310,Pacific,High
SO66418,21560,Pacific,High
SO66419,21217,Pacific,High
SO66420,21215,Pacific,High
SO66421,26611,North America,High
SO66422,24788,North America,Moderate
SO66423,26703,North America,High
SO66424,21622,North America,Moderate
SO66425,21344,North America,High
SO66426,24192,Europe,Low
SO66427,28419,Europe,Moderate
SO66428,27008,Europe,Moderate
SO66429,22675,Europe,Low
SO66430,22645,Europe,Low
SO66431,18140,Europe,High
SO66432,11425,Europe,High
SO66433,13127,Pacific,High
SO66434,23528,Pacific,Moderate
SO66435,20254,Pacific,High
SO66436,27976,Pacific,High
SO66437,27357,Pacific,High
SO66438,26968,Pacific,High
SO66439,26428,Pacific,High
SO66440,24483,Pacific,Low
SO66441,15718,Pacific,High
SO66442,13846,Europe,Moderate
SO66443,13792,Europe,Low
SO66444,23619,Europe,High
SO66445,15079,Europe,Low
SO66446,15451,Europe,Low
SO66447,11530,North America,Moderate
SO66448,11331,North America,High
SO66449,27385,North America,Moderate
SO66450,27750,North America,Moderate
SO66451,11652,North America,Moderate
SO66452,26525,North America,High
SO66453,25846,North America,Moderate
SO66454,24524,North America,High
SO66455,23298,North America,Moderate
SO66456,21754,North America,High
SO66457,21320,North America,High
SO66458,21473,North America,Moderate
SO66459,20185,North America,Moderate
SO66460,13466,North America,High
SO66461,18517,North America,High
SO66462,16808,North America,High
SO66463,17606,North America,High
SO66464,14151,Europe,Low
SO66465,18124,Europe,High
SO66466,29420,Europe,Low
SO66467,17818,Europe,Moderate
SO66468,22417,Europe,Low
SO66469,12731,Europe,Low
SO66470,17205,Europe,High
SO66471,11782,North America,Moderate
SO66472,12140,North America,High
SO66473,11953,North America,Moderate
SO66474,11584,Europe,Moderate
SO66475,12610,Europe,Low
SO66476,14739,North America,Moderate
SO66477,12886,North America,Moderate
SO66478,15873,North America,High
SO66479,12884,North America,Moderate
SO66480,17622,North America,High
SO66481,15965,North America,High
SO66482,11246,Europe,High
SO66483,11575,Europe,Low
SO66484,21199,Pacific,Moderate
SO66485,25826,Pacific,High
SO66486,29185,Pacific,Moderate
SO66487,24175,Pacific,Low
SO66488,14324,Pacific,High
SO66489,21402,Pacific,High
SO66490,18281,Pacific,Moderate
SO66491,26604,North America,High
SO66492,25916,North America,Moderate
SO66493,17681,North America,Moderate
SO66494,18121,North America,Moderate
SO66495,18079,North America,Moderate
SO66496,20847,Europe,Low
SO66497,20854,Europe,Low
SO66498,20870,Europe,Low
SO66499,22654,Europe,Low
SO66500,11245,Europe,High
SO66501,16822,Europe,High
SO66502,12667,Pacific,High
SO66503,22446,Europe,Moderate
SO66504,24833,Europe,Moderate
SO66505,17207,Europe,High
SO66506,16261,Europe,Moderate
SO66507,12468,Europe,Low
SO66508,21872,Pacific,Moderate
SO66509,18265,Pacific,Moderate
SO66510,25132,Pacific,High
SO66511,11951,Pacific,Moderate
SO66512,23438,Pacific,High
SO66513,17319,Pacific,High
SO66514,12359,Pacific,High
SO66515,15592,Pacific,High
SO66516,16341,Pacific,Low
SO66517,13009,Pacific,Moderate
SO66518,18711,Pacific,High
SO66519,18282,Pacific,High
SO66520,13159,Pacific,Moderate
SO66521,15457,Europe,Low
SO66522,12100,North America,Moderate
SO66523,11208,North America,Moderate
SO66524,28356,North America,Moderate
SO66525,13231,North America,Moderate
SO66526,16717,North America,Moderate
SO66527,18787,North America,High
SO66528,19996,North America,High
SO66529,17383,North America,Moderate
SO66530,16737,North America,Moderate
SO66531,14462,North America,High
SO66532,15053,Europe,Low
SO66533,12752,Europe,Moderate
SO66534,25144,Europe,Low
SO66535,24073,Europe,Low
SO66536,28473,Europe,Low
SO66537,24180,Europe,Low
SO66538,12311,Europe,High
SO66539,24722,Europe,Moderate
SO66540,12946,North America,Moderate
SO66541,20641,North America,High
SO66542,14875,North America,Moderate
SO66543,13217,North America,Moderate
